,polygon,material,name,density,fines,area,mass_fines
0,0,1,terrace: silt,87,85,1.5485654624767045,113.04527876079942
1,1,1,terrace: silt,87,85,-15.103298008989135,-1102.540754656207
2,2,1,terrace: silt,87,85,14.826432170936801,1082.3295484783864
